cliente_id,idade,regiao,canal_aquisicao,tempo_contrato_meses,valor_mensalidade,produtos_contratados,num_reclamacoes,atraso_pagamentos,score_credito,variacao_gasto_pct,mes_referencia,cancelou
CLI00608,46,Nordeste,Loja física,28,293.8,4,2,4,603.0,-28.8,2023-05,1
CLI00609,31,Sul,Telemarketing,5,210.14,5,0,1,414.0,18.7,2024-01,0
CLI00610,65,Centro-Oeste,Indicação,47,255.52,1,0,0,642.0,19.6,2024-04,0
CLI00611,45,Sul,Digital,49,83.03,4,0,1,550.0,-7.6,2024-03,0
CLI00612,38,Sudeste,Indicação,30,265.4,5,0,1,306.0,-10.4,2023-05,0
CLI00613,62,Sudeste,Telemarketing,46,280.59,2,1,0,888.0,,2023-06,0
CLI00614,49,Nordeste,Digital,52,171.67,4,2,3,478.0,-10.7,2024-01,0
CLI00615,23,Nordeste,Digital,5,201.46,5,1,0,444.0,5.2,2024-04,0
CLI00616,18,Sudeste,Digital,12,241.1,1,1,0,715.0,7.1,2023-10,0
CLI00617,38,Sudeste,Digital,16,93.61,4,0,0,965.0,-23.3,2023-02,0
CLI00618,21,Sul,Loja física,26,175.54,5,0,0,420.0,-13.8,2024-01,0
CLI00619,20,Sul,Digital,26,149.57,4,2,1,423.0,-17.8,2024-05,1
CLI00620,66,Sudeste,Digital,48,86.49,1,1,1,449.0,3.2,2023-01,0
CLI00621,47,Sul,Digital,21,141.78,4,0,2,696.0,13.1,2023-04,0
CLI00622,48,Sudeste,Loja física,39,66.94,4,1,0,680.0,-16.1,2024-06,0
CLI00623,51,Centro-Oeste,Loja física,36,56.35,5,0,2,300.0,13.0,2023-06,0
CLI00624,36,Sudeste,Loja física,33,83.69,3,3,0,972.0,-13.9,2023-12,0
CLI00625,37,Nordeste,Digital,30,290.68,4,1,0,543.0,10.8,2024-01,0
CLI00626,40,Sul,Loja física,37,187.28,3,0,2,697.0,-4.3,2023-02,0
CLI00627,57,Sudeste,Digital,23,291.36,2,0,1,550.0,-6.6,2024-05,1
CLI00628,42,Sul,Telemarketing,58,158.02,4,2,0,875.0,17.1,2023-10,0
CLI00629,32,Sudeste,Digital,10,127.85,3,2,0,598.0,26.8,2023-05,1
CLI00630,55,Nordeste,Digital,54,176.44,2,0,0,596.0,-29.1,2023-12,0
CLI00631,40,Sul,Digital,5,159.78,5,1,1,799.0,9.0,2024-06,0
CLI00632,69,Sudeste,Digital,36,76.32,4,1,0,414.0,2.7,2023-09,0
CLI00633,19,Sudeste,Digital,34,210.11,5,2,2,300.0,9.9,2023-11,1
CLI00634,32,Nordeste,Loja física,52,103.91,2,1,1,852.0,-21.6,2023-04,0
CLI00635,69,Sudeste,Indicação,31,204.8,5,1,1,984.0,-16.3,2023-10,0
CLI00636,61,Sul,Digital,10,212.45,5,1,1,899.0,-10.1,2023-01,0
CLI00637,52,Sudeste,Loja física,58,87.91,1,2,0,781.0,3.2,2023-02,0
CLI00638,27,Centro-Oeste,Indicação,19,65.24,2,3,1,909.0,-11.0,2023-09,0
CLI00639,31,Sul,Digital,58,245.09,5,1,2,899.0,-4.8,2024-06,0
CLI00640,44,Nordeste,Digital,32,164.85,3,1,2,809.0,12.5,2024-04,0
CLI00641,31,Sudeste,Digital,1,64.44,2,1,1,634.0,30.7,2024-02,0
CLI00642,52,Sudeste,Indicação,56,298.62,1,1,0,764.0,11.4,2023-04,0
CLI00643,50,Sudeste,Indicação,5,64.35,4,1,0,440.0,12.9,2023-02,0
CLI00644,69,Sudeste,Digital,45,223.66,5,0,0,882.0,-2.7,2023-12,0
CLI00645,18,Nordeste,Digital,4,295.82,3,0,1,436.0,-13.4,2023-05,1
CLI00646,51,Sul,Indicação,16,109.7,1,4,1,910.0,-4.9,2023-04,1
CLI00647,36,Sudeste,Loja física,24,85.46,2,1,0,,-0.9,2024-03,0
CLI00648,41,Nordeste,Indicação,16,80.25,5,1,1,986.0,,2023-03,0
CLI00649,59,Sudeste,Digital,55,125.72,1,1,2,466.0,12.2,2024-05,0
CLI00650,21,Sudeste,Telemarketing,2,75.16,1,1,0,642.0,22.8,2023-08,0
CLI00651,53,Centro-Oeste,Indicação,49,222.94,3,1,3,709.0,1.8,2023-12,0
CLI00652,30,Sul,Digital,28,65.47,4,1,2,364.0,16.3,2023-08,1
CLI00653,49,Sul,Loja física,32,177.26,4,1,0,880.0,18.1,2023-05,0
CLI00654,26,Sudeste,Digital,27,299.07,4,1,0,366.0,-15.5,2023-06,0
CLI00655,56,Sudeste,Digital,20,253.39,2,1,0,732.0,-26.1,2023-05,0
CLI00656,33,Sudeste,Loja física,24,203.7,1,3,0,349.0,-7.5,2023-08,0
CLI00657,67,Centro-Oeste,Digital,12,126.46,2,1,0,,1.4,2024-06,1
CLI00658,20,Sul,Loja física,50,205.87,1,0,0,608.0,-17.9,2023-04,0
CLI00659,69,Sudeste,Digital,35,181.66,3,0,1,902.0,21.3,2023-04,0
CLI00660,37,Nordeste,Indicação,60,156.42,3,1,1,414.0,29.2,2023-05,0
CLI00661,27,Sul,Digital,33,82.58,2,1,0,868.0,2.7,2024-03,0
CLI00662,39,Nordeste,Indicação,33,271.55,2,0,0,641.0,-14.7,2023-06,0
CLI00663,65,Sudeste,Digital,51,162.35,3,1,0,829.0,7.3,2024-04,0
CLI00664,20,Sudeste,Digital,43,98.56,5,1,2,941.0,,2024-02,0
CLI00665,28,Sudeste,Loja física,37,141.84,4,2,1,794.0,17.1,2024-02,0
CLI00666,42,Sudeste,Digital,12,153.43,4,1,2,568.0,-3.5,2024-04,1
CLI00667,59,Nordeste,Digital,3,256.78,3,2,2,379.0,10.9,2023-04,1
CLI00668,65,Nordeste,Digital,1,233.3,4,2,0,755.0,13.5,2023-11,1
CLI00669,25,Sul,Telemarketing,33,242.23,5,0,2,598.0,,2023-08,0
CLI00670,26,Centro-Oeste,Digital,40,52.66,5,3,1,501.0,26.8,2023-10,0
CLI00671,32,Sudeste,Indicação,10,153.94,1,2,1,802.0,2.7,2023-05,0
CLI00672,49,Centro-Oeste,Loja física,43,170.24,2,2,0,970.0,-7.5,2024-04,0
CLI00673,20,Centro-Oeste,Digital,44,54.7,4,0,2,948.0,-31.5,2023-03,0
CLI00674,21,Sul,,29,114.85,5,0,1,784.0,-34.3,2023-10,0
CLI00675,47,Sudeste,Indicação,13,239.97,2,0,1,884.0,9.8,2024-01,0
CLI00676,30,Nordeste,Loja física,12,84.18,2,1,2,859.0,-2.8,2023-07,0
CLI00677,61,Sudeste,Indicação,31,183.73,1,1,2,317.0,-12.2,2023-12,1
CLI00678,38,Nordeste,Digital,46,103.7,2,1,0,777.0,-16.7,2024-02,0
CLI00679,58,Sudeste,Loja física,2,52.93,2,0,2,787.0,11.1,2023-10,0
CLI00680,63,Sul,Digital,51,110.2,3,0,0,745.0,-14.8,2023-09,0
CLI00681,36,Sul,Digital,50,293.87,1,1,0,639.0,24.5,2023-12,0
CLI00682,56,Sudeste,Loja física,35,250.28,1,0,1,830.0,35.3,2023-03,0
CLI00683,65,Sudeste,Loja física,23,289.79,4,2,1,911.0,-13.5,2024-01,0
CLI00684,39,Sudeste,Digital,17,171.86,2,4,0,415.0,10.0,2023-06,1
CLI00685,37,Sul,Digital,26,77.33,4,0,1,373.0,6.6,2023-06,0
CLI00686,54,Nordeste,Loja física,8,186.89,5,2,1,568.0,-14.8,2023-07,0
CLI00687,48,Sudeste,Loja física,29,163.49,2,4,2,936.0,-14.7,2023-04,0
CLI00688,27,Nordeste,Digital,26,260.99,5,0,0,415.0,,2023-05,0
CLI00689,35,Sudeste,Digital,10,74.42,3,1,0,985.0,-17.1,2023-01,0
CLI00690,60,Nordeste,Indicação,26,171.96,2,0,0,992.0,16.4,2024-06,0
CLI00691,56,Centro-Oeste,Indicação,34,87.41,4,1,2,968.0,-3.7,2024-05,0
CLI00692,63,Sudeste,Digital,51,131.07,4,0,1,463.0,-16.8,2023-09,0
CLI00693,37,Centro-Oeste,Digital,41,234.24,2,0,1,882.0,-1.3,2023-09,0
CLI00694,35,Sul,Digital,7,168.9,4,2,0,521.0,7.0,2023-10,0
CLI00695,28,Sudeste,Indicação,4,143.87,2,0,0,425.0,-10.9,2024-05,0
CLI00696,39,Centro-Oeste,Indicação,58,148.52,1,2,1,956.0,-29.9,2024-01,0
CLI00697,61,Sudeste,Digital,53,164.76,4,1,0,475.0,1.9,2023-04,0
CLI00698,35,Sudeste,Indicação,50,246.15,2,3,0,963.0,-18.3,2024-06,0
CLI00699,51,Sul,Digital,45,272.92,2,4,1,993.0,-11.9,2024-06,0
CLI00700,40,Nordeste,Digital,11,288.73,4,0,0,674.0,7.0,2023-09,0
CLI00701,18,Nordeste,Telemarketing,29,246.63,1,2,0,797.0,-8.8,2023-03,0
CLI00702,27,Sudeste,Indicação,56,128.75,4,0,0,384.0,-2.1,2023-07,0
CLI00703,18,Norte,Indicação,36,221.93,2,1,1,682.0,21.8,2024-03,0
CLI00704,55,Nordeste,,25,159.3,1,1,0,932.0,,2023-09,0
CLI00705,56,Centro-Oeste,Digital,21,113.57,5,1,1,940.0,30.3,2023-09,0
CLI00706,66,Sudeste,Indicação,57,260.12,3,1,0,762.0,11.1,2023-04,0
CLI00707,26,Nordeste,Loja física,36,59.51,4,0,1,750.0,-14.0,2024-06,0
CLI00708,48,Centro-Oeste,Digital,10,275.34,2,2,0,817.0,-7.1,2024-05,1
CLI00709,24,Sudeste,Loja física,37,165.27,1,3,0,994.0,-18.9,2023-06,0
CLI00710,34,Norte,Indicação,9,209.2,1,2,1,849.0,,2023-07,0
CLI00711,52,Sudeste,Telemarketing,24,214.74,5,0,1,415.0,19.9,2023-10,1
CLI00712,65,Sudeste,Loja física,35,273.68,4,1,0,913.0,-5.4,2023-10,0
CLI00713,54,Centro-Oeste,Indicação,49,209.07,1,0,0,307.0,-27.9,2023-06,0
CLI00714,69,Norte,,35,203.38,5,1,2,517.0,5.4,2023-06,0
CLI00715,35,Sudeste,Loja física,48,66.56,2,1,1,889.0,-12.9,2023-08,0
CLI00716,50,Sudeste,Loja física,36,179.5,5,3,0,703.0,-10.7,2023-09,1
CLI00717,21,Nordeste,Digital,18,87.44,4,3,0,866.0,4.7,2023-01,0
CLI00718,40,Centro-Oeste,Indicação,49,234.26,5,2,0,603.0,18.5,2024-04,0
CLI00719,28,Sul,Telemarketing,39,177.96,1,0,1,766.0,11.1,2023-06,0
CLI00720,69,Sul,Digital,32,219.96,1,1,0,387.0,6.4,2023-08,0
CLI00721,26,Nordeste,Indicação,24,60.32,3,1,0,309.0,-2.4,2024-03,0
CLI00722,47,Sudeste,Loja física,23,71.1,5,2,1,607.0,-19.8,2023-12,0
CLI00723,25,Norte,Loja física,32,228.98,2,3,1,733.0,5.2,2023-10,0
CLI00724,57,Sudeste,,37,67.92,4,1,1,463.0,10.8,2024-04,0
CLI00725,22,Sul,Digital,12,67.71,3,3,0,538.0,-8.9,2024-03,0
CLI00726,29,Sul,,49,52.93,5,1,0,,-5.5,2023-11,0
CLI00727,18,Sul,Digital,55,289.03,2,0,0,955.0,16.7,2023-07,0
CLI00728,32,Nordeste,Indicação,13,234.28,3,2,0,634.0,-5.9,2023-08,0
CLI00729,42,Norte,Loja física,23,138.21,1,1,1,317.0,-4.1,2023-11,1
CLI00730,35,Nordeste,Digital,25,124.03,4,2,0,370.0,-1.3,2023-09,0
CLI00731,55,Nordeste,Digital,35,137.33,5,2,1,474.0,10.0,2023-07,0
CLI00732,59,Sudeste,Digital,41,243.56,2,3,2,638.0,4.4,2024-03,0
CLI00733,63,Nordeste,Digital,30,215.24,1,0,2,547.0,3.3,2024-03,0
CLI00734,43,Sudeste,Digital,17,96.2,3,3,0,492.0,22.8,2024-04,0
CLI00735,57,Sudeste,Indicação,49,93.43,4,2,0,,-6.1,2023-03,0
CLI00736,20,Sudeste,Indicação,20,74.5,3,2,0,624.0,-14.3,2024-04,0
CLI00737,39,Nordeste,Telemarketing,48,214.98,3,3,1,605.0,15.3,2024-03,0
CLI00738,43,Norte,Indicação,25,240.99,2,0,1,503.0,3.5,2023-01,0
CLI00739,36,Nordeste,Indicação,22,116.16,1,1,2,422.0,-8.8,2024-02,0
CLI00740,61,Sudeste,Digital,13,55.14,5,2,1,869.0,-5.4,2023-11,0
CLI00741,61,Sudeste,,59,70.44,2,0,2,746.0,-19.1,2023-03,0
CLI00742,64,Sul,Indicação,19,291.87,4,2,2,790.0,3.5,2023-09,0
CLI00743,56,Sudeste,Digital,49,123.76,3,1,0,732.0,-21.9,2023-06,0
CLI00744,53,Sudeste,,36,242.21,4,1,1,923.0,,2024-04,0
CLI00745,38,Nordeste,Loja física,12,206.07,2,2,0,427.0,-7.8,2023-11,1
CLI00746,58,Norte,Telemarketing,41,145.38,2,0,2,,-20.9,2024-06,0
CLI00747,65,Sul,Loja física,19,101.32,5,1,0,346.0,16.5,2024-05,0
CLI00748,43,Sudeste,Telemarketing,12,80.25,3,0,0,,33.8,2024-05,0
CLI00749,30,Nordeste,Digital,9,203.65,2,2,0,414.0,6.6,2023-03,1
CLI00750,53,Nordeste,Digital,7,243.56,4,2,0,715.0,-4.3,2024-03,0
CLI00751,41,Centro-Oeste,Telemarketing,28,210.88,5,2,1,522.0,-14.4,2023-10,0
CLI00752,58,Sudeste,Digital,14,182.48,4,1,1,935.0,3.9,2023-08,0
CLI00753,43,Sudeste,Digital,31,60.39,3,2,1,802.0,,2024-05,0
CLI00754,38,Norte,Loja física,52,292.02,5,2,0,971.0,0.1,2023-04,0
CLI00755,35,Sudeste,Indicação,19,249.58,5,2,0,395.0,13.4,2023-08,0
CLI00756,32,Nordeste,Digital,58,123.11,5,0,1,406.0,22.7,2023-02,0
CLI00757,32,Sudeste,Digital,47,294.89,1,1,0,931.0,-18.9,2023-08,0
CLI00758,23,Sul,Loja física,16,200.37,5,0,0,912.0,4.4,2023-07,0
CLI00759,60,Nordeste,Loja física,53,195.51,4,3,0,914.0,-28.5,2023-09,0
CLI00760,48,Sul,Digital,5,236.92,4,0,1,977.0,-12.2,2024-06,0
CLI00761,45,Nordeste,Indicação,35,252.84,3,0,0,997.0,10.8,2024-05,0
CLI00762,25,Sul,Indicação,12,214.02,2,2,0,331.0,-0.7,2023-01,1
CLI00763,46,Norte,Indicação,25,81.92,2,0,0,792.0,-24.2,2023-12,0
CLI00764,38,Sul,Digital,52,134.47,1,1,0,365.0,15.7,2023-04,0
CLI00765,34,Sudeste,Loja física,59,281.92,5,1,1,478.0,-8.1,2024-05,0
CLI00766,66,Sudeste,Telemarketing,21,106.05,1,1,0,742.0,12.8,2023-07,0
CLI00767,41,Nordeste,Loja física,36,142.94,3,0,0,848.0,7.7,2023-03,0
CLI00768,67,Nordeste,Digital,53,157.92,3,1,2,500.0,-12.5,2023-01,0
CLI00769,53,Sul,Telemarketing,23,159.75,2,0,0,348.0,13.0,2023-02,0
CLI00770,48,Sul,Loja física,16,203.13,3,0,0,979.0,4.8,2023-06,0
CLI00771,64,Nordeste,Indicação,57,285.67,5,0,1,562.0,2.6,2023-11,0
CLI00772,51,Nordeste,Digital,39,110.07,4,2,1,432.0,-7.0,2023-04,0
CLI00773,19,Nordeste,Loja física,45,80.28,3,1,1,643.0,-16.5,2023-01,0
CLI00774,59,Nordeste,Telemarketing,53,99.27,1,3,2,475.0,-6.3,2023-11,1
CLI00775,20,Sul,Loja física,42,271.63,5,3,0,690.0,-6.6,2024-04,0
CLI00776,47,Sudeste,Digital,58,211.35,3,2,0,310.0,12.8,2023-06,0
CLI00777,25,Sudeste,Digital,39,121.38,3,3,0,500.0,-24.7,2023-11,0
CLI00778,69,Norte,,14,253.89,5,1,0,302.0,22.1,2023-08,0
CLI00779,24,Sudeste,Digital,31,265.24,3,0,1,513.0,22.9,2023-01,0
CLI00780,29,Sudeste,Indicação,58,261.53,4,1,1,606.0,-9.6,2024-02,0
CLI00781,36,Centro-Oeste,Digital,5,279.63,2,1,1,843.0,21.0,2023-02,0
CLI00782,43,Sudeste,Digital,35,112.96,5,1,1,859.0,-15.1,2023-06,0
CLI00783,45,Nordeste,Digital,23,238.66,1,1,0,626.0,16.9,2023-09,0
CLI00784,32,Nordeste,Loja física,29,165.03,3,0,1,498.0,-12.3,2024-02,0
CLI00785,31,Norte,Loja física,43,260.4,2,0,1,900.0,15.5,2023-08,0
CLI00786,65,Sudeste,Indicação,11,232.02,1,0,1,408.0,-21.6,2023-03,1
CLI00787,31,Sudeste,,18,244.01,1,1,1,590.0,16.2,2023-10,0
CLI00788,20,Centro-Oeste,Digital,47,213.94,4,1,2,407.0,19.3,2024-06,0
CLI00789,67,Sudeste,Loja física,12,94.26,2,3,0,707.0,-22.0,2023-09,0
CLI00790,46,Sul,Digital,9,186.16,5,0,1,851.0,26.4,2023-09,0
CLI00791,23,Nordeste,Digital,10,296.07,2,1,0,351.0,15.3,2024-01,1
CLI00792,66,Sudeste,Loja física,58,284.25,2,0,0,411.0,-30.0,2023-01,0
CLI00793,40,Centro-Oeste,Indicação,44,60.69,1,0,1,594.0,-7.3,2024-05,0
CLI00794,45,Nordeste,Digital,17,91.1,4,1,1,879.0,15.6,2023-04,0
CLI00795,31,Sudeste,Digital,38,82.83,4,1,0,488.0,10.8,2023-04,0
CLI00796,31,Sudeste,Indicação,7,231.39,2,1,2,364.0,1.7,2024-04,1
CLI00797,37,Sudeste,Loja física,46,254.35,2,0,1,873.0,13.9,2024-04,0
CLI00798,30,Sudeste,Digital,13,103.28,3,1,1,764.0,,2024-03,0
CLI00799,44,Nordeste,Loja física,40,176.36,1,2,0,,0.7,2023-06,0
CLI00800,52,Sudeste,Telemarketing,42,260.08,5,1,0,945.0,-12.7,2023-05,0
CLI00801,62,Sudeste,Digital,9,233.1,5,1,0,933.0,2.0,2023-10,0
CLI00802,19,Centro-Oeste,Digital,50,185.46,4,1,1,630.0,15.0,2023-07,0
CLI00803,58,Sul,Digital,27,197.49,1,4,2,800.0,,2023-07,0
CLI00804,62,Sudeste,Indicação,58,176.99,4,1,0,982.0,3.3,2023-10,0
CLI00805,57,Norte,Digital,2,124.29,5,0,1,509.0,14.8,2023-10,0
CLI00806,65,Sudeste,Telemarketing,5,191.16,2,0,0,388.0,16.3,2024-03,1
CLI00807,41,Centro-Oeste,Indicação,29,222.12,1,1,1,,27.0,2023-06,0
CLI00808,46,Nordeste,Digital,37,268.23,1,1,0,327.0,17.5,2023-02,0
CLI00809,20,Nordeste,Digital,38,208.97,3,1,1,537.0,9.8,2023-08,0
CLI00810,62,Nordeste,Loja física,19,240.18,2,1,1,635.0,14.0,2024-03,1
CLI00811,21,Sul,Digital,8,89.92,2,3,0,362.0,3.7,2024-06,1
CLI00812,67,Nordeste,Telemarketing,48,165.29,4,1,0,852.0,-4.2,2023-05,0
CLI00813,19,Nordeste,Digital,45,52.23,1,1,0,799.0,13.0,2023-04,0
CLI00814,37,Sudeste,Digital,1,111.57,4,0,0,840.0,11.4,2023-10,0
CLI00815,32,Sudeste,Loja física,22,231.52,2,0,1,768.0,4.4,2024-02,0
CLI00816,66,Centro-Oeste,Digital,52,297.85,3,3,1,891.0,-2.9,2024-01,0
CLI00817,49,Sul,Loja física,17,74.69,1,0,1,350.0,-3.8,2023-10,0
CLI00818,59,Centro-Oeste,,7,150.27,2,2,1,411.0,-6.1,2023-06,1
CLI00819,18,Sul,Loja física,25,249.92,3,1,2,600.0,18.8,2024-01,0
CLI00820,55,Sul,,45,100.91,5,2,1,389.0,17.7,2023-11,0
CLI00821,52,Sudeste,,4,188.67,2,1,2,528.0,17.0,2024-03,1
CLI00822,68,Sudeste,Loja física,36,233.17,5,0,0,449.0,-15.8,2023-02,0
CLI00823,24,Sul,Digital,6,203.9,4,0,0,437.0,-5.4,2024-03,0
CLI00824,62,Sul,Loja física,60,96.91,5,5,1,434.0,-3.9,2024-05,0
CLI00825,30,Sul,Digital,31,138.75,2,1,0,756.0,-9.1,2024-06,0
CLI00826,66,Nordeste,Loja física,19,245.85,5,1,1,900.0,27.9,2023-06,0
CLI00827,18,Nordeste,Telemarketing,44,188.46,1,0,0,793.0,6.0,2024-03,0
CLI00828,31,Nordeste,,54,51.21,2,2,0,826.0,4.9,2024-05,0
CLI00829,46,Sudeste,Loja física,39,240.15,3,0,0,632.0,-7.0,2023-09,0
CLI00830,20,Sul,Digital,27,58.73,5,0,1,661.0,,2023-12,0
CLI00831,63,Sudeste,Loja física,10,236.33,1,0,1,473.0,32.9,2023-05,1
CLI00832,41,Sul,Indicação,26,100.52,4,0,2,901.0,1.2,2024-02,0
CLI00833,18,Sudeste,Digital,19,289.42,4,2,1,512.0,-3.5,2023-08,0
CLI00834,65,Sudeste,Indicação,39,141.89,5,1,1,642.0,,2024-05,0
CLI00835,27,Sudeste,Digital,3,131.63,4,0,0,360.0,-4.8,2023-09,1
CLI00836,30,Sudeste,Loja física,45,87.12,3,2,1,360.0,-0.0,2023-03,1
CLI00837,53,Sul,Indicação,13,126.3,2,0,1,977.0,-9.2,2023-07,0
CLI00838,26,Norte,Digital,50,269.06,1,2,1,823.0,-13.3,2023-12,0
CLI00839,31,Sudeste,Indicação,28,298.98,5,0,0,515.0,-0.3,2023-03,0
CLI00840,53,Nordeste,Digital,58,141.98,4,1,0,888.0,1.2,2023-09,0
CLI00841,27,Sul,Indicação,20,162.05,2,0,0,923.0,-4.1,2024-02,0
CLI00842,57,Sudeste,Loja física,28,230.42,3,1,0,877.0,21.9,2024-06,0
CLI00843,40,Sudeste,,8,271.45,4,1,1,993.0,6.2,2023-11,0
CLI00844,52,Sudeste,Telemarketing,41,198.16,4,0,0,,11.1,2023-04,0
CLI00845,24,Nordeste,Digital,39,147.78,1,0,0,722.0,11.5,2023-08,0
CLI00846,59,Sudeste,,1,153.06,3,0,2,670.0,1.6,2024-06,1
CLI00847,52,Sudeste,Indicação,3,223.8,3,1,1,505.0,3.3,2024-01,1
CLI00848,19,Sudeste,Digital,13,50.7,5,1,0,585.0,-12.9,2023-04,0
CLI00849,32,Sul,Loja física,28,204.8,1,1,0,404.0,9.8,2023-10,0
CLI00850,26,Nordeste,Telemarketing,57,138.77,5,0,2,987.0,-5.0,2023-08,0
CLI00851,64,Sudeste,Loja física,60,248.45,1,1,0,842.0,-9.6,2023-12,0
CLI00852,34,Sul,Digital,49,73.15,3,3,0,541.0,19.5,2023-12,0
CLI00853,56,Sul,Digital,25,196.95,1,1,0,790.0,-20.0,2023-02,0
CLI00854,69,Sudeste,Digital,56,170.14,1,0,1,964.0,25.8,2023-08,0
CLI00855,35,Sudeste,Digital,33,210.48,1,1,1,797.0,24.6,2024-01,1
CLI00856,32,Sul,Digital,38,66.11,2,1,3,734.0,-3.3,2023-01,1
CLI00857,35,Sul,Indicação,53,194.9,2,2,1,783.0,26.8,2023-03,0
CLI00858,41,Nordeste,Digital,6,190.27,3,2,1,746.0,-13.3,2023-02,0
CLI00859,40,Nordeste,Telemarketing,58,190.07,1,0,4,683.0,14.9,2023-08,0
CLI00860,29,Sudeste,Indicação,44,200.77,3,1,0,809.0,0.3,2023-03,0
CLI00861,40,Sudeste,Telemarketing,45,219.02,2,2,1,469.0,-27.1,2024-03,0
CLI00862,38,Sul,Digital,32,251.15,1,2,1,622.0,-9.5,2023-02,1
CLI00863,43,Nordeste,Loja física,45,117.36,5,1,1,773.0,-2.6,2024-05,0
CLI00864,25,Sudeste,Digital,47,256.16,2,4,0,531.0,11.7,2023-06,0
CLI00865,47,Centro-Oeste,Digital,21,174.46,2,2,2,,-7.2,2023-01,0
CLI00866,51,Sul,Loja física,16,69.16,2,4,1,658.0,,2023-04,0
CLI00867,19,Sudeste,Indicação,54,64.54,1,2,0,574.0,8.1,2023-07,0
CLI00868,22,Nordeste,Digital,21,133.46,4,1,0,331.0,7.3,2024-02,0
CLI00869,48,Sudeste,Digital,11,246.12,5,2,1,476.0,-1.4,2024-02,1
CLI00870,50,Sul,Digital,60,226.82,5,1,0,364.0,-4.5,2023-10,0
CLI00871,21,Sul,Indicação,37,247.05,3,2,0,326.0,14.1,2023-07,0
CLI00872,23,Sudeste,Telemarketing,36,179.22,1,0,1,962.0,-4.6,2024-04,0
CLI00873,40,Nordeste,Digital,35,159.95,2,2,1,778.0,-17.8,2023-04,0
CLI00874,62,Nordeste,Digital,19,86.76,4,3,1,567.0,-5.9,2023-07,1
CLI00875,36,Sudeste,Telemarketing,20,131.95,1,2,0,896.0,8.2,2024-03,0
CLI00876,60,Sudeste,Digital,57,158.4,1,1,1,365.0,-2.2,2024-05,0
CLI00877,62,Sudeste,Indicação,18,72.05,4,1,2,432.0,-7.5,2023-03,1
CLI00878,25,Nordeste,Digital,47,105.05,2,0,3,665.0,-18.8,2024-04,1
CLI00879,56,Sudeste,Digital,41,199.46,1,0,1,381.0,-2.2,2023-02,0
CLI00880,30,Sul,Loja física,49,233.82,5,0,1,627.0,3.4,2023-07,0
CLI00881,18,Sudeste,Indicação,14,299.49,5,1,1,397.0,,2024-04,0
CLI00882,23,Sudeste,Digital,15,283.18,4,3,0,884.0,-2.8,2023-09,1
CLI00883,24,Nordeste,Digital,31,210.54,2,3,2,626.0,-16.4,2023-12,0
CLI00884,65,Nordeste,Digital,1,155.21,4,2,1,,-1.9,2023-01,0
CLI00885,44,Sul,Loja física,53,208.94,1,1,1,424.0,25.9,2024-02,1
CLI00886,32,Nordeste,Indicação,54,246.31,5,1,0,509.0,2.6,2023-11,0
CLI00887,69,Sul,Indicação,54,79.48,3,1,1,432.0,-23.7,2024-06,0
CLI00888,51,Sudeste,Digital,3,152.38,4,1,1,802.0,5.0,2023-05,0
CLI00889,40,Sudeste,Indicação,16,259.85,3,2,1,456.0,19.7,2024-03,1
CLI00890,65,Sudeste,Digital,23,145.86,3,1,0,858.0,-20.8,2023-07,0
CLI00891,66,Nordeste,Digital,57,192.87,5,2,1,681.0,-15.7,2024-02,0
CLI00892,41,Centro-Oeste,Indicação,11,196.84,4,1,0,321.0,3.9,2023-08,0
CLI00893,32,Sudeste,Digital,12,96.02,3,2,0,894.0,-1.3,2023-04,0
CLI00894,52,Sudeste,Digital,10,140.46,1,0,1,718.0,18.2,2023-03,0
CLI00895,21,Sudeste,Digital,32,133.53,2,0,2,771.0,-2.7,2023-12,0
CLI00896,61,Nordeste,Indicação,16,56.45,2,0,2,533.0,,2024-06,0
CLI00897,54,Nordeste,Loja física,8,55.95,5,1,1,871.0,22.9,2024-03,0
CLI00898,34,Sudeste,Digital,38,257.82,4,2,1,753.0,-13.0,2023-11,0
CLI00899,48,Nordeste,,12,118.17,4,4,3,999.0,11.2,2023-11,0
CLI00900,55,Nordeste,Indicação,24,179.42,2,0,0,869.0,-6.0,2023-12,0
CLI00901,27,Sudeste,Indicação,28,124.58,1,1,0,461.0,-33.2,2024-05,0
CLI00902,67,Sul,Loja física,53,285.07,2,1,1,600.0,7.1,2023-06,0
CLI00903,44,Sul,Digital,8,114.72,2,2,1,605.0,9.0,2023-08,0
CLI00904,59,Sudeste,Digital,58,157.31,4,1,1,301.0,-23.2,2024-03,0
CLI00905,23,Sudeste,Indicação,28,268.08,3,4,2,570.0,-6.8,2023-10,1
CLI00906,23,Sudeste,Indicação,36,260.38,1,0,1,720.0,-9.3,2024-03,0
CLI00907,69,Sul,Telemarketing,26,96.43,4,2,1,442.0,12.1,2023-12,1
CLI00908,32,Nordeste,Digital,8,250.56,2,1,0,999.0,-23.2,2023-11,0
CLI00909,21,Sul,Digital,58,164.45,3,1,1,991.0,1.6,2024-06,0
CLI00910,65,Sudeste,Digital,60,170.64,1,0,1,834.0,-35.1,2023-05,0
CLI00911,57,Sudeste,Digital,50,83.27,5,1,0,336.0,5.7,2023-12,0
CLI00912,24,Sul,Loja física,28,70.05,1,0,0,406.0,1.9,2023-05,0
